"","Name","Line.1","Line.2","Town","County","Postcode","full_add","latitude","longitude"
"451","SANJHA CHULHA","754-756","Green Lane","Dagenham","Greater London","RM8 1YT","754-756 Green Lane RM8 1YT Dagenham Greater London",51.5609453,0.1473714
"452","Kensington Creperie","2-6","Exhibition Road","London","Greater London","SW7 2HF","2-6 Exhibition Road SW7 2HF London Greater London",51.4951345,-0.1734373
"453","Brick Lane Burgers Ltd T/A Band of Burgers","22 Osborn Street","","London","Greater London","E1 6TD","22 Osborn Street  E1 6TD London Greater London",51.51685965,-0.0699662587755325
"454","Niku Bar & Restaurant ","92 Ewell Road","","Surbiton","Greater London","KT6 6EX","92 Ewell Road  KT6 6EX Surbiton Greater London",51.3850019,-0.2945892
"455","THE EMPRESS","141 Leman Street","","London","Greater London","E1 8EY","141 Leman Street  E1 8EY London Greater London",51.51132355,-0.0683827270833325
"456","TACOS HOUSE","122 Hoe Street","","London","Greater London","E17 4QR","122 Hoe Street  E17 4QR London Greater London",51.58788375,-0.0209384852219
"457","Horse and Groom","7 Groom Place","","London","Greater London","SW1X 7BA","7 Groom Place  SW1X 7BA London Greater London",51.4993342,-0.151109702697974
"458","Walthamstow Burgers Ltd T/A Band of Burgers","154 Hoe Street","","London","Greater London","E17 4QH","154 Hoe Street  E17 4QH London Greater London",51.58680995,-0.0207257791410934
"459","King & Co","100 Clapham Park Road","","London","Greater London","SW4 7BZ","100 Clapham Park Road  SW4 7BZ London Greater London",51.4595004,-0.1340734
"460","The Catch ","164 Greenford Road","","Harrow","Greater London","HA1 3QS","164 Greenford Road  HA1 3QS Harrow Greater London",51.5572895,-0.3355391
"461","Guillam Coffee House","24 Gloucester Road","","London","Greater London","SW7 4RB","24 Gloucester Road  SW7 4RB London Greater London",51.4989893,-0.1838605
"462","Maharaja Indian restaurant ","50 Queensway","","London","Greater London","W2 3RY","50 Queensway  W2 3RY London Greater London",51.5119269,-0.1873322
"463","Pizza Pazza limited ","282 Wightman Road","","London","Greater London","N8 0LT","282 Wightman Road  N8 0LT London Greater London",51.5877871,-0.1091112
"464","Pure Fine Indian food ltd","67 Fulham High Street","","London","Greater London","SW6 3JJ","67 Fulham High Street  SW6 3JJ London Greater London",51.4695325,-0.2099336
"465","AHIMSA THE VEGAN CAFE","7 Red Lion Parade Bridge Street","","Pinner","Greater London","HA5 3JD","7 Red Lion Parade Bridge Street  HA5 3JD Pinner Greater London",51.5944136,-0.3825329
"466","Sophie's","41-44","Great Windmill Street","London","Greater London","W1D 7NB","41-44 Great Windmill Street W1D 7NB London Greater London",51.5110656,-0.1341599
"467","The Victoria","110 Grove Road","","London","Greater London","E3 5TH","110 Grove Road  E3 5TH London Greater London",51.52911015,-0.038216045714115
"468","The Somers Town Coffee House","60 Chalton Street","","London","Greater London","NW1 1HS","60 Chalton Street  NW1 1HS London Greater London",51.535021,-0.1331478
"469","SHAPLA TANDOORI","166 Field End Road","","Pinner","Greater London","HA5 1RH","166 Field End Road  HA5 1RH Pinner Greater London",51.5781064,-0.3993528
"470","Wroclove","16 The Boulevard","","London","Greater London","SW17 7BW","16 The Boulevard  SW17 7BW London Greater London",51.47339545,-0.182568789986366
"471","YANGTZE","511 London Road","Cheam","Sutton","Greater London","SM3 8JR","511 London Road Cheam SM3 8JR Sutton Greater London",51.3735425,-0.2251386
"472","CAFFE EGAL LIMITED","268 Old Kent Road","","London","Greater London","SE1 5UB","268 Old Kent Road  SE1 5UB London Greater London",51.4872126,-0.074814
"473","Agora Greek Restaurant","66 High Street","","Beckenham","Greater London","BR3 1ED","66 High Street  BR3 1ED Beckenham Greater London",51.408611,-0.025341
"474","Sublime pizzeria &Bar","151 Woodberry Grove","","London","Greater London","N4 2SB","151 Woodberry Grove  N4 2SB London Greater London",51.5712909,-0.0892674
"475","Nightingale Cafe","Main Road","Biggin Hill","Westerham","Greater London","TN16 3EJ","Main Road Biggin Hill TN16 3EJ Westerham Greater London",51.2968677,0.0541146
"476","Sophie's Steakhouse ","311-313","Fulham Road","London","Greater London","SW10 9QH","311-313 Fulham Road SW10 9QH London Greater London",51.4877375,-0.1780957
"477","ODOS ","238 High Street","","Barnet","Greater London","EN5 5TD","238 High Street  EN5 5TD Barnet Greater London",51.6553767,-0.2018483
"478","The Hatton  Catering Co"," Arkley Golf Club","49 Rowley Green Road","Barnet","Greater London","EN5 3HL"," Arkley Golf Club 49 Rowley Green Road EN5 3HL Barnet Greater London",51.6509427,-0.239390228821285
"479","Nutmeg Catering (UK) Ltd","34 Monkhams Lane","","Woodford Green","Greater London","IG8 0NS","34 Monkhams Lane  IG8 0NS Woodford Green Greater London",51.6139383,0.0278846
"480","Paratha Inn","244 High Street","","Croydon","Greater London","CR0 1NF","244 High Street  CR0 1NF Croydon Greater London",51.3689087,-0.0997548
"481","Beltane&Pop","9 Brewer Street","","London","Greater London","W1F 0RG","9 Brewer Street  W1F 0RG London Greater London",51.5122919,-0.1338232
"482","Snog Frozen Yogurt","9 Brewer Street","","London","Greater London","W1F 0RG","9 Brewer Street  W1F 0RG London Greater London",51.5122919,-0.1338232
"483","Snog Frozen Yogurt","Southbank Centre Belvedere Road","","London","Greater London","SE1 8XX","Southbank Centre Belvedere Road  SE1 8XX London Greater London",51.50472195,-0.117278051649284
"484","Snog Frozen Yogurt","Kiosk 1018b, Westfield London","Ariel Way","London","Greater London","W12 7GB","Kiosk 1018b, Westfield London Ariel Way W12 7GB London Greater London",51.5074706,-0.2237103
"485","Beltane&Pop","Kiosk 1018a, Westfield London","Ariel Way","London","Greater London","W12 7GB","Kiosk 1018a, Westfield London Ariel Way W12 7GB London Greater London",51.5074706,-0.2237103
"486","The Catch of Chiswick (Fish N' Chips)","293 Chiswick High Road","","London","Greater London","W4 4HH","293 Chiswick High Road  W4 4HH London Greater London",51.4933749,-0.2455113
"487","RiCE Persian Kitchen","293 Chiswick High Road","","London","Greater London","W4 4HH","293 Chiswick High Road  W4 4HH London Greater London",51.4933749,-0.2455113
"488","Sam's Chicken","292 Neasden Lane","","London","Greater London","NW10 0AD","292 Neasden Lane  NW10 0AD London Greater London",51.5599237,-0.2509736
"489","Town Bites","153 South Ealing Road","","London","Greater London","W5 4QP","153 South Ealing Road  W5 4QP London Greater London",51.5009414,-0.3066465
"490","Alma Cafe (Hammersmith)","12-14","Beadon Road","London","Greater London","W6 0DA","12-14 Beadon Road W6 0DA London Greater London",51.4936977,-0.2263812
"491","Alma Cafe (Barnes)","3 Rocks Lane","Barnes","London","Greater London","SW13 0DB","3 Rocks Lane Barnes SW13 0DB London Greater London",51.47495195,-0.239224981619385
"492","Lahore Spices ","284-286","High Street","Sutton","Greater London","SM1 1PQ","284-286 High Street SM1 1PQ Sutton Greater London",51.3715068,-0.1945562
"493","Sky Ocean Limited","9 Parkway","","London","Greater London","NW1 7PG","9 Parkway  NW1 7PG London Greater London",51.53853525,-0.143125840262804
"494","Cruffins","66","Bellegrove Road","Welling","Greater London","DA16 3PY","66 Bellegrove Road DA16 3PY Welling Greater London",51.4631709,0.103462
"495","Mirch masala coulsdon","204 Brighton Road","","Coulsdon","Greater London","CR5 2NF","204 Brighton Road  CR5 2NF Coulsdon Greater London",51.3195015,-0.1392549
"496","Lahori zaika","381 High Road","","Wembley","Greater London","HA9 6AA","381 High Road  HA9 6AA Wembley Greater London",51.5528769,-0.2957917
"497","SAMSARA RESTAURANT","23-25","High Street","Sutton","Greater London","SM3 8RE","23-25 High Street SM3 8RE Sutton Greater London",51.3582524,-0.2146988
"498","Nazmin's Restaurant","398 Garratt Lane","","London","Greater London","SW18 4HP","398 Garratt Lane  SW18 4HP London Greater London",51.4407667,-0.1871377
"499","The Duke of Richmond","316 Queensbridge Road","","London","Greater London","E8 3NH","316 Queensbridge Road  E8 3NH London Greater London",51.5422006,-0.069959
"500","One Plus","31 Gerrard Street","","London","Greater London","W1D 6JT","31 Gerrard Street  W1D 6JT London Greater London",51.5117787,-0.1311235
"501","South River Coffee","84 Balham High Road","","London","Greater London","SW12 9AG","84 Balham High Road  SW12 9AG London Greater London",51.4464684,-0.149797195954546
"502","Parkway Restaurant Limited","29-31","Parkway","London","Greater London","NW1 7PN","29-31 Parkway NW1 7PN London Greater London",51.53826515,-0.143977824989671
"503","Trevi ristorante ","16-18","Highbury Corner","London","Greater London","N5 1RD","16-18 Highbury Corner N5 1RD London Greater London",51.5461272,-0.1029993
"504","Sutton Green Cafe Ltd","347 High Street","","Sutton","Greater London","SM1 1LW","347 High Street  SM1 1LW Sutton Greater London",51.3715068,-0.1945562
"505","Highbury Cafe","134 Holloway Road","","London","Greater London","N7 8DD","134 Holloway Road  N7 8DD London Greater London",51.5528674,-0.1130095
"506","Fugitive Motel","199 Cambridge Heath Road","","London","Greater London","E2 0EL","199 Cambridge Heath Road  E2 0EL London Greater London",51.5247199,-0.0550605
"507","Bella Art Caffe","208-210","Brighton Road","Coulsdon","Greater London","CR5 2NF","208-210 Brighton Road CR5 2NF Coulsdon Greater London",51.31935455,-0.13936858943418
"508","windsor cafe","22 Windsor Street","","Uxbridge","Greater London","UB8 1AB","22 Windsor Street  UB8 1AB Uxbridge Greater London",51.545334,-0.4804269
"509","Tapas Brindisa South Kensington","7-9","Exhibition Road","London","Greater London","SW7 2HE","7-9 Exhibition Road SW7 2HE London Greater London",51.49478865,-0.173705029186344
"510","Tapas Brindisa Soho","46 Broadwick Street","","London","Greater London","W1F 7AF","46 Broadwick Street  W1F 7AF London Greater London",51.51351385,-0.136552579786982
"511","Tapas Brindisa Battersea Power Station","25 Circus Road West","","London","Greater London","SW11 8EZ","25 Circus Road West  SW11 8EZ London Greater London",51.483144,-0.1460853
"512","Tapas Brindisa London Bridge","18-20","Southwark Street","London","Greater London","SE1 1TJ","18-20 Southwark Street SE1 1TJ London Greater London",51.50507845,-0.0904429927972423
"513","Tasas Brindisa Shoreditch","152 Curtain Road","Hackney","London","Greater London","EC2A 3AT","152 Curtain Road Hackney EC2A 3AT London Greater London",51.5242597,-0.0803173
"514","Central Restaurant and Lounge","271 Green Lane","","Ilford","Greater London","IG3 9TN","271 Green Lane  IG3 9TN Ilford Greater London",51.5592236,0.082195
"515","Proud Marys Cafe","1b","Oaklands Grove","London","Greater London","W12 0JD","1b Oaklands Grove W12 0JD London Greater London",51.5080567,-0.2367697
"516","Desi Hype","102-108","Pinner Road","Harrow","Greater London","HA1 4JD","102-108 Pinner Road HA1 4JD Harrow Greater London",51.5813261,-0.3445933
"517","Mooshies London Ltd","104 Brick Lane","","London","Greater London","E1 6RL","104 Brick Lane  E1 6RL London Greater London",51.5196998,-0.071681321939189
"518","BESITO LIMITED T/A CAFE BUENO ","4 High Street","","Romford","Greater London","RM1 1HR","4 High Street  RM1 1HR Romford Greater London",51.5784232,0.1799727
"519","NEGRO LIMITED T/A CAFE FINO ","88 Market Place","","Romford","Greater London","RM1 3ER","88 Market Place  RM1 3ER Romford Greater London",51.5796748,0.1832272
"520","Bar B Que ","235 Bethnal Green Road","","London","Greater London","E2 6AB","235 Bethnal Green Road  E2 6AB London Greater London",51.5258574,-0.0689321
"521","Sweet Thursday","95 Southgate Road","","London","Greater London","N1 3JS","95 Southgate Road  N1 3JS London Greater London",51.5411913,-0.0853415854056834
"522","Kennington lane cafe ","383 Kennington Lane","","London","Greater London","SE11 5QY","383 Kennington Lane  SE11 5QY London Greater London",51.486065,-0.121054
"523","station cafe uk limited","436 Cranbrook Road","","Ilford","Greater London","IG2 6LL","436 Cranbrook Road  IG2 6LL Ilford Greater London",51.5738919,0.0660148
"524","Basil Garden","111 New Road","","London","Greater London","E1 1HJ","111 New Road  E1 1HJ London Greater London",51.5184006,-0.0628499
"525","Bangla Star LTD","34-38","Vauxhall Bridge Road","London","Greater London","SW1V 2RY","34-38 Vauxhall Bridge Road SW1V 2RY London Greater London",51.4947951,-0.1414011
"526","The Scolt Head","107a","Culford Road","London","Greater London","N1 4HT","107a Culford Road N1 4HT London Greater London",51.5432444,-0.0816104457060138
"527","Unico 28","28 High Street","Hampton Hill","Hampton","Greater London","TW12 1PD","28 High Street Hampton Hill TW12 1PD Hampton Greater London",51.4253992,-0.357082242875118
"528","Oru Space Ltd","20-22","Lordship Lane","London","Greater London","SE22 8HN","20-22 Lordship Lane SE22 8HN London Greater London",51.4599194,-0.075404227701466
"529","Banh Mi Bay","4-6","Theobalds Road","London","Greater London","WC1X 8PN","4-6 Theobalds Road WC1X 8PN London Greater London",51.521431,-0.113568
"530","BAGELICIOUS","27 Strutton Ground","","London","Greater London","SW1P 2HY","27 Strutton Ground  SW1P 2HY London Greater London",51.4972857,-0.1338417
"531","Westminster Kitchen","3 Belvedere Road","","London","Greater London","SE1 7GP","3 Belvedere Road  SE1 7GP London Greater London",51.41713155,-0.0808049340817956
"532","TROIA Southbank Charcoal Kebab Kitchen","3f-3g","Belvedere Road","London","Greater London","SE1 7GQ","3f-3g Belvedere Road SE1 7GQ London Greater London",51.50562395,0.133295250097656
"533","La Cucina Di Mamma","3j-3k","Belvedere Road","London","Greater London","SE1 7GQ","3j-3k Belvedere Road SE1 7GQ London Greater London",51.50562395,0.133295250097656
"534","bobochacha","192 Tooting High Street","","London","Greater London","SW17 0SF","192 Tooting High Street  SW17 0SF London Greater London",51.4239943,-0.1722186
"535","Ken's Kitchen","87 Great Eastern Street","","London","Greater London","EC2A 3HY","87 Great Eastern Street  EC2A 3HY London Greater London",51.5256612,-0.0832577181491609
"536","Daily Cafe","23 Three Colts Lane","","London","Greater London","E2 6JL","23 Three Colts Lane  E2 6JL London Greater London",51.5242549,-0.0588317
"537","Toulouse Lautrec","140 Newington Butts","","London","Greater London","SE11 4RN","140 Newington Butts  SE11 4RN London Greater London",51.4911287,-0.1033552
"538","Panda Cook","21 Windsor Drive","","Orpington","Greater London","BR6 6EY","21 Windsor Drive  BR6 6EY Orpington Greater London",51.3563769,0.104785
"539","JIHWAJA LTD","353a","Kennington Lane","London","Greater London","SE11 5QY","353a Kennington Lane SE11 5QY London Greater London",51.4862883333333,-0.119463666666667
"540","The Adega Restaurant and Tapas Bar Ltd.","77 The Broadway","","London","Greater London","SW19 1QE","77 The Broadway  SW19 1QE London Greater London",51.41949245,-0.202617712080918
"541","City Spice ","138 Brick Lane","","London","Greater London","E1 6RU","138 Brick Lane  E1 6RU London Greater London",51.52068705,-0.0717116851327434
"542","BURGER HOUSE EALING LTD","45 Broadway","","London","Greater London","W13 9BP","45 Broadway  W13 9BP London Greater London",51.5410596,0.00281585054725216
"543","Nosh 'n' Go ltd","7 Abbey Parade","","London","Greater London","W5 1EE","7 Abbey Parade  W5 1EE London Greater London",51.5313928,-0.2925463
"544","The Flamin Chicken","38 Kings Road","","London","Greater London","E4 7JE","38 Kings Road  E4 7JE London Greater London",51.62832455,0.00304555000000422
"545","Wok & Go ","43 Tooting High Street","","London","Greater London","SW17 0SP","43 Tooting High Street  SW17 0SP London Greater London",51.4289807,-0.167023
"546","woo tea","26 Wardour Street","","London","Greater London","W1D 6QL","26 Wardour Street  W1D 6QL London Greater London",51.5114061,-0.1321188
"547","ALBION'S  RESTAURANT ","117 Kentish Town Road","","London","Greater London","NW1 8PB","117 Kentish Town Road  NW1 8PB London Greater London",51.5415004,-0.1420066
"548","Shapur Indian Restaurant ","149 Strand","","London","Greater London","WC2R 1JA","149 Strand  WC2R 1JA London Greater London",51.51148405,-0.118037426794795
"549","XOXO COFFEE & PATISSERIE","68 Walm Lane","","London","Greater London","NW2 4RA","68 Walm Lane  NW2 4RA London Greater London",51.5480509,-0.2230243
"550","Spice Village","311 Romford Road","","London","Greater London","E7 9HA","311 Romford Road  E7 9HA London Greater London",51.5476308,0.0361356
"551","Crazy Salad","33-35","Woburn Place","London","Greater London","WC1H 0JR","33-35 Woburn Place WC1H 0JR London Greater London",51.52422,-0.127635
"552","Sicily","2a","Elizabeth Street","London","Greater London","SW1W 9RB","2a Elizabeth Street SW1W 9RB London Greater London",51.4947153,-0.1525336
"553","The Royal Oak","2 Regency Street","","London","Greater London","SW1P 4BZ","2 Regency Street  SW1P 4BZ London Greater London",51.4906567,-0.1321739
"554","The Rising Sun","44-46","Ebury Bridge Road","London","Greater London","SW1W 8PZ","44-46 Ebury Bridge Road SW1W 8PZ London Greater London",51.48973895,-0.150437884900723
"555","The Sloane Club","50-52","Lower Sloane Street","London","Greater London","SW1W 8BS","50-52 Lower Sloane Street SW1W 8BS London Greater London",51.4898086,-0.1561531
"556","Sloane Place","50-52","Lower Sloane Street","London","Greater London","SW1W 8BS","50-52 Lower Sloane Street SW1W 8BS London Greater London",51.4898086,-0.1561531
"557","light of India","67-69","Gloucester Road","London","Greater London","SW7 4PG","67-69 Gloucester Road SW7 4PG London Greater London",51.49533575,-0.182676970549614
"558","Charcoal Edgware","60 High Street","","Edgware","Greater London","HA8 7EJ","60 High Street  HA8 7EJ Edgware Greater London",51.6096265,-0.2779326
"559","Cocotte","95 Westbourne Grove","","London","Greater London","W2 4UW","95 Westbourne Grove  W2 4UW London Greater London",51.5151942,-0.1930085
"560","Cocotte","271 New Kings Road","","London","Greater London","SW6 4RD","271 New Kings Road  SW6 4RD London Greater London",51.4722869,-0.201840900000001
"561","The Distillery","186 Portobello Road","","London","Greater London","W11 1LA","186 Portobello Road  W11 1LA London Greater London",51.51605345,-0.204803453975599
"562","Plaquemine Lock","139 Graham Street","","London","Greater London","N1 8LB","139 Graham Street  N1 8LB London Greater London",51.5315004,-0.098435
"563","poached","12a","High Street","Beckenham","Greater London","BR3 1AZ","12a High Street BR3 1AZ Beckenham Greater London",51.4107535,-0.0249755
"564","Tai Won Mein","90-92","Rushey Green","London","Greater London","SE6 4HW","90-92 Rushey Green SE6 4HW London Greater London",51.44726855,-0.0188076171452751
"565","Wulf & Lamb Chelsea","243 Pavilion Road","","London","Greater London","SW1X 0BP","243 Pavilion Road  SW1X 0BP London Greater London",51.4935541,-0.1585905
"566","KAMAYAN SA EARLS COURT","12 Kenway Road","","London","Greater London","SW5 0RR","12 Kenway Road  SW5 0RR London Greater London",51.4929546,-0.1933194
"567","Hard Rock Café London","150 Old Park Lane","","London","Greater London","W1K 1QZ","150 Old Park Lane  W1K 1QZ London Greater London",51.5038718,-0.149046
"568","Heavenly Desserts ","5 Endeavour Square","","London","Greater London","E20 1JN","5 Endeavour Square  E20 1JN London Greater London",51.5415121,-0.00897368115130064
"569","Metronome","8 Crown Lane","","Morden","Greater London","SM4 5BL","8 Crown Lane  SM4 5BL Morden Greater London",51.4018649,-0.195486481518724
"570","The Union (private dining) Club","50 Greek Street","","London","Greater London","W1D 4EQ","50 Greek Street  W1D 4EQ London Greater London",51.51406265,-0.131041540374331
"571","Cube","4 Blenheim Street","","London","Greater London","W1S 1LB","4 Blenheim Street  W1S 1LB London Greater London",51.5140229,-0.1469174
"572","Legare","31G Shad Thames","","London","Greater London","SE1 2YR","31G Shad Thames  SE1 2YR London Greater London",51.5007871,-0.0736678
"573","The Gunnersbury Pub","590 Chiswick High Road","","London","Greater London","W4 5RP","590 Chiswick High Road  W4 5RP London Greater London",51.4933749,-0.2455113
"574","Rumbles Coffee Shop ","4 Cheam Common Road","","Worcester Park","Greater London","KT4 8RW","4 Cheam Common Road  KT4 8RW Worcester Park Greater London",51.3713755,-0.2285917
"575","Mylahore","Unit 1","Jenkins Lane","London","Greater London","IG11 0AD","Unit 1 Jenkins Lane IG11 0AD London Greater London",51.5264626,0.0788608
"576","Satay House Limited","13 Sale Place","","London","Greater London","W2 1PX","13 Sale Place  W2 1PX London Greater London",51.5176335,-0.1694508
"577","The Three Compasses","99 Dalston Lane","","London","Greater London","E8 1NH","99 Dalston Lane  E8 1NH London Greater London",51.546278,-0.069801
"578","Topolino Italian Restaurant","130 High Street","","West Wickham","Greater London","BR4 0LZ","130 High Street  BR4 0LZ West Wickham Greater London",51.3766529,-0.0192003
"579","La Rosetta","200-201 High Street","","Brentford","Greater London","TW8 8AH","200-201 High Street  TW8 8AH Brentford Greater London",51.483937,-0.3041853
"580","The Waldegrave Arms ltd ","Waldegrave Arms","209-211 Waldegrave Road","Teddington","Greater London","TW11 8LX","Waldegrave Arms 209-211 Waldegrave Road TW11 8LX Teddington Greater London",51.4328227,-0.338656
"581","Mamma Rosa","36 High Street","","Ruislip","Greater London","HA4 7AN","36 High Street  HA4 7AN Ruislip Greater London",51.5745776,-0.4249945
"582","Arepa & Co - Bethnal Green","254 Paradise Row","","London","Greater London","E2 9LE","254 Paradise Row  E2 9LE London Greater London",51.5285808,-0.0562229
"583","Arepa & Co - Haggerston","58a","De Beauvoir Crescent","London","Greater London","N1 5RY","58a De Beauvoir Crescent N1 5RY London Greater London",51.5374811,-0.0815043
"584","Ilford Tea Rooms Ltd t/a Chaiiwala","253 Ilford Lane","","Ilford","Greater London","IG1 2SB","253 Ilford Lane  IG1 2SB Ilford Greater London",51.5448722,0.0772958
"585","Oriental Club (1824) Limited","11 Stratford Place","","London","Greater London","W1C 1ES","11 Stratford Place  W1C 1ES London Greater London",51.51553205,-0.149394182413801
"586","Dunkin Donuts Baker Street","191 Baker Street","","London","Greater London","NW1 6UY","191 Baker Street  NW1 6UY London Greater London",51.5224764,-0.1578785
"587","Franks Canteen","86 Highbury Park","","London","Greater London","N5 2XE","86 Highbury Park  N5 2XE London Greater London",51.5573516,-0.0980275
"588","kushi","168a","Main Road","Romford","Greater London","RM2 5HS","168a Main Road RM2 5HS Romford Greater London",51.5836145,0.1910539
"589","The Fat Walrus","44 Lewisham Way","","London","Greater London","SE14 6NP","44 Lewisham Way  SE14 6NP London Greater London",51.4745093,-0.0344837
"590","Dibs","52 Red Lion Street","","London","Greater London","WC1R 4PF","52 Red Lion Street  WC1R 4PF London Greater London",51.5196795,-0.1175146
"591","Hippodrome Casino Limited","The Hippodrome","10-14 Cranbourn Street","London","Greater London","WC2H 7JH","The Hippodrome 10-14 Cranbourn Street WC2H 7JH London Greater London",51.5114647,-0.1285648
"592","Delhi Grill","21 Chapel Market","","London","Greater London","N1 9EZ","21 Chapel Market  N1 9EZ London Greater London",51.5335827,-0.109268299073068
"593","All Star Lanes - Brick Lane","91 Brick Lane","","London","Greater London","E1 6QL","91 Brick Lane  E1 6QL London Greater London",51.5213957,-0.0700179
"594","La Patagonia","31 Camden High Street","","London","Greater London","NW1 7JE","31 Camden High Street  NW1 7JE London Greater London",51.53530845,-0.139465586284049
"595","ciao bella restaurant ltd","90 Lambs Conduit Street","","London","Greater London","WC1N 3LZ","90 Lambs Conduit Street  WC1N 3LZ London Greater London",51.523005,-0.118983705952387
"596","Pad Thai House","42 Newington Causeway","","London","Greater London","SE1 6DR","42 Newington Causeway  SE1 6DR London Greater London",51.498171,-0.0984562
"597","Butchers Grill","42 Newington Causeway","","London","Greater London","SE1 6DR","42 Newington Causeway  SE1 6DR London Greater London",51.498171,-0.0984562
"598","Namaste Lounge Limited","66 Joel Street","","Northwood","Greater London","HA6 1LL","66 Joel Street  HA6 1LL Northwood Greater London",51.60040135,-0.410062564385253
"599","lokma grill and bar","11 Bermondsey Square","","London","Greater London","SE1 3UN","11 Bermondsey Square  SE1 3UN London Greater London",51.4975964,-0.0802056
"600","BLUE ZENZER","280 Watford Road","","Harrow","Greater London","HA1 3TZ","280 Watford Road  HA1 3TZ Harrow Greater London",51.5729043,-0.3245445
"601","Argentinian Grill","42 Newington Causeway","","London","Greater London","SE1 6DR","42 Newington Causeway  SE1 6DR London Greater London",51.498171,-0.0984562
"602","Libanese","42 Newington Causeway","","London","Greater London","SE1 6DR","42 Newington Causeway  SE1 6DR London Greater London",51.498171,-0.0984562
"603","GLOBE","8 Bedale Street","","London","Greater London","SE1 9AL","8 Bedale Street  SE1 9AL London Greater London",51.5055458,-0.0902579
"604","MILL & BREW","23 The Broadway","","London","Greater London","NW7 3DA","23 The Broadway  NW7 3DA London Greater London",51.54032625,0.00116771337792732
"605","Kanchans Rasoi","807 Romford Road","","London","Greater London","E12 5AN","807 Romford Road  E12 5AN London Greater London",51.5560145,0.0640337
"606","SpiceBox","58 Hoe Street","","London","Greater London","E17 4PG","58 Hoe Street  E17 4PG London Greater London",51.58933415,-0.0191828330241407
"607","INDIAN EXPRESS TAKEAWAY LTD","3 North End Parade","","London","Greater London","W14 0SJ","3 North End Parade  W14 0SJ London Greater London",51.4929513,-0.208370895779664
"608","SARAVANAA BHAVAN","97 South Road","","Southall","Greater London","UB1 1SQ","97 South Road  UB1 1SQ Southall Greater London",51.5107334,-0.3758392
"609","SARAVANAA BHAVAN","300 High Street North","","London","Greater London","E12 6SA","300 High Street North  E12 6SA London Greater London",51.5423552,0.0505393
"610","Paladar","4-5","London Road","London","Greater London","SE1 6JZ","4-5 London Road SE1 6JZ London Greater London",51.4977073,-0.1035255
"611","KFC","39 Station Parade","","Barking","Greater London","IG11 8EB","39 Station Parade  IG11 8EB Barking Greater London",51.5391835,0.0811996
"612","L'Artiste Muscle ","1 Shepherd Market","","London","Greater London","W1J 7PA","1 Shepherd Market  W1J 7PA London Greater London",51.5063457,-0.1464386
"613","oka restaurant ","88 Church Road","","London","Greater London","SW13 0DQ","88 Church Road  SW13 0DQ London Greater London",51.47500965,-0.240110970527684
"614","oka restaurant ","71 Regents Park Road","","London","Greater London","NW1 8UY","71 Regents Park Road  NW1 8UY London Greater London",51.5384782,-0.1549307
"615","oka restaurant ","Ground Floor","251 King's Road","London","Greater London","SW3 5EL","Ground Floor 251 King's Road SW3 5EL London Greater London",51.4732344,-0.197330999999994
"616","Chik'n","187 Wardour Street","","London","Greater London","W1F 8ZB","187 Wardour Street  W1F 8ZB London Greater London",51.5153301,-0.135603309240924
"617","Chik'n","62 Upper Street","","London","Greater London","N1 0NY","62 Upper Street  N1 0NY London Greater London",51.5357376,-0.104023
"618","Latteria Restaurant","56-58 Essex Road","Islington","London","Greater London","N1 8LR","56-58 Essex Road Islington N1 8LR London Greater London",51.5407328,-0.0961859
"619","La Divina","134 Upper Street","","London","Greater London","N1 1QP","134 Upper Street  N1 1QP London Greater London",51.5392399,-0.1025829
"620","THE RAJDOOT LOUNGE LIMITED","104 Fleet Road","","London","Greater London","NW3 2QX","104 Fleet Road  NW3 2QX London Greater London",51.5540981,-0.1648265
"621","Daisy Grey Beckenham","96 Wickham Road","","Beckenham","Greater London","BR3 6QH","96 Wickham Road  BR3 6QH Beckenham Greater London",51.4032013,-0.0190454
"622","Daisy Grey Keston","6 Commonside","","Keston","Greater London","BR2 6BP","6 Commonside  BR2 6BP Keston Greater London",51.3647306,0.0290196
"623","SARAVANAA BHAVAN","403 Alexandra Avenue","","Harrow","Greater London","HA2 9SG","403 Alexandra Avenue  HA2 9SG Harrow Greater London",51.5711939,-0.3710421
"624","SARAVANAA BHAVAN","115-127","Cranbrook Road","Ilford","Greater London","IG1 4PU","115-127 Cranbrook Road IG1 4PU Ilford Greater London",51.5616549,0.0685151
"625","Kanada Ya","64 St. Giles High Street","","London","Greater London","WC2H 8LE","64 St. Giles High Street  WC2H 8LE London Greater London",51.5154851,-0.127563458269454
"626","Tenneesse fried chicken ","228 High Street North","","London","Greater London","E12 6SB","228 High Street North  E12 6SB London Greater London",51.5414485,0.050618
"627","BLUE GINGER","383 Kenton Road","","Harrow","Greater London","HA3 0XS","383 Kenton Road  HA3 0XS Harrow Greater London",51.5790119,-0.3253215
"628","Well Kneaded Pizzeria","414 Garratt Lane","","London","Greater London","SW18 4HW","414 Garratt Lane  SW18 4HW London Greater London",51.4402379,-0.1870385
"629","Star of Bethnal Green ","359 Bethnal Green Road","","London","Greater London","E2 6LG","359 Bethnal Green Road  E2 6LG London Greater London",51.5268382,-0.062111
"630","MY OLD PLACE UK LIMITED","88-90","Middlesex Street","London","Greater London","E1 7EZ","88-90 Middlesex Street E1 7EZ London Greater London",51.5168979,-0.0768694672333332
